Název okresu,year_num,month_num,cena_count,cena_m2_mean,cena_mean
Benešov,2020,3,39,41043,2779357
Benešov,2020,4,45,44325,3076314
Benešov,2020,5,44,43562,3113026
Benešov,2020,6,26,44091,2862128
Benešov,2020,7,18,43063,3044555
Benešov,2020,8,40,43360,2979120
Benešov,2020,9,45,44035,3031581
Benešov,2020,10,53,42021,2826512
Benešov,2020,12,25,42041,2853016
Benešov,2021,1,23,45164,3221173
Benešov,2021,2,26,46096,3113392
Benešov,2021,3,23,41876,3185313
Benešov,2021,4,24,51599,3534908
Benešov,2021,6,29,51964,3418310
Benešov,2021,7,33,54897,3376939
Benešov,2021,8,30,59404,3898133
Benešov,2021,9,23,60517,3891217
Benešov,2021,10,31,59946,4431833
Benešov,2021,11,23,64066,4850166
Benešov,2021,12,34,64072,4283287
Benešov,2022,1,29,70176,4700929
Benešov,2022,2,35,73698,4835236
Benešov,2022,3,35,75351,4627024
Benešov,2022,4,36,75948,4517829
Benešov,2022,5,29,78489,4651006
Benešov,2022,6,33,75358,4953006
Benešov,2022,7,46,71316,4521902
Benešov,2022,8,45,70092,4343465
Beroun,2020,3,121,56079,4270158
Beroun,2020,4,114,55793,4138046
Beroun,2020,5,111,55202,4199877
Beroun,2020,6,52,54126,4102555
Beroun,2020,7,30,56123,4677803
Beroun,2020,8,71,56475,4499338
Beroun,2020,9,75,55652,4324500
Beroun,2020,10,83,58274,4190062
Beroun,2020,12,69,61597,4551522
Beroun,2021,1,76,63594,4644390
Beroun,2021,2,71,63945,4743094
Beroun,2021,3,81,68290,4440570
Beroun,2021,4,67,71477,4652623
Beroun,2021,6,78,73562,4778418
Beroun,2021,7,76,74288,4797046
Beroun,2021,8,82,76191,4717142
Beroun,2021,9,75,78980,5174785
Beroun,2021,10,65,78942,4882880
Beroun,2021,11,62,78373,5055932
Beroun,2021,12,67,81023,5503226
Beroun,2022,1,79,80225,5112466
Beroun,2022,2,64,81150,5301839
Beroun,2022,3,81,87317,5316055
Beroun,2022,4,89,87421,5183855
Beroun,2022,5,78,88560,5635489
Beroun,2022,6,99,81763,5642092
Beroun,2022,7,144,83430,4994774
Beroun,2022,8,157,82331,5294585
Blansko,2020,3,65,41429,2822487
Blansko,2020,4,70,42626,2917345
Blansko,2020,5,60,43389,2867137
Blansko,2020,6,58,45075,2960223
Blansko,2020,7,41,47376,3295141
Blansko,2020,8,56,48605,3229807
Blansko,2020,9,64,49339,3221541
Blansko,2020,10,51,48589,3279519
Blansko,2020,12,100,36565,2357581
Blansko,2021,1,77,38157,2312287
Blansko,2021,2,54,46805,3129792
Blansko,2021,3,56,55181,4113941
Blansko,2021,4,53,56206,4114476
Blansko,2021,6,40,57955,4019749
Blansko,2021,7,37,55100,3926633
Blansko,2021,8,37,59380,4232140
Blansko,2021,9,33,58612,4093547
Blansko,2021,10,43,65362,4389722
Blansko,2021,11,36,58207,3926480
Blansko,2021,12,29,59169,4276418
Blansko,2022,1,35,68486,4640074
Blansko,2022,2,48,64514,4335497
Blansko,2022,3,59,66213,4260356
Blansko,2022,4,65,67315,4327362
Blansko,2022,5,60,67132,4380192
Blansko,2022,6,46,68333,4644081
Blansko,2022,7,62,68528,4129855
Blansko,2022,8,70,66937,4228521
Brno-město,2020,3,612,73148,5523652
Brno-město,2020,4,607,73722,5337355
Brno-město,2020,5,649,74026,5214436
Brno-město,2020,6,516,74098,5305701
Brno-město,2020,7,370,73476,5639937
Brno-město,2020,8,496,75873,5649554
Brno-město,2020,9,475,75727,5525310
Brno-město,2020,10,480,77748,5780136
Brno-město,2020,12,454,82821,5804809
Brno-město,2021,1,393,84745,5970272
Brno-město,2021,2,359,86500,6186296
Brno-město,2021,3,391,88693,6183874
Brno-město,2021,4,353,88715,6265819
Brno-město,2021,6,380,97144,6595116
Brno-město,2021,7,371,98155,6572902
Brno-město,2021,8,415,98470,6858178
Brno-město,2021,9,407,98053,6695658
Brno-město,2021,10,434,102553,6920683
Brno-město,2021,11,393,103370,7061501
Brno-město,2021,12,391,105742,7075944
Brno-město,2022,1,456,106593,7038036
Brno-město,2022,2,453,107621,7255701
Brno-město,2022,3,566,109902,7317826
Brno-město,2022,4,752,109339,7319974
Brno-město,2022,5,661,110504,7291613
Brno-město,2022,6,758,111197,7142604
Brno-město,2022,7,968,109410,6847168
Brno-město,2022,8,958,107521,6943962
Brno-venkov,2020,3,152,53191,3853442
Brno-venkov,2020,4,143,54704,3956769
Brno-venkov,2020,5,148,53717,3881416
Brno-venkov,2020,6,119,55794,4018624
Brno-venkov,2020,7,78,54265,4084712
Brno-venkov,2020,8,113,54932,4220125
Brno-venkov,2020,9,102,56417,4235444
Brno-venkov,2020,10,106,55441,4294020
Brno-venkov,2020,12,97,56991,4509986
Brno-venkov,2021,1,90,60434,4568455
Brno-venkov,2021,2,70,61157,4741125
Brno-venkov,2021,3,76,62229,4735054
Brno-venkov,2021,4,78,66008,4731434
Brno-venkov,2021,6,66,70401,4932266
Brno-venkov,2021,7,80,70074,4726430
Brno-venkov,2021,8,85,74317,4991597
Brno-venkov,2021,9,86,80870,5464295
Brno-venkov,2021,10,101,76589,5016560
Brno-venkov,2021,11,101,78533,5310078
Brno-venkov,2021,12,104,81374,5425831
Brno-venkov,2022,1,107,87464,5851731
Brno-venkov,2022,2,112,84902,5757871
Brno-venkov,2022,3,126,89114,6461250
Brno-venkov,2022,4,149,89536,6385071
Brno-venkov,2022,5,147,90081,6430871
Brno-venkov,2022,6,161,90956,6150918
Brno-venkov,2022,7,174,86938,5765158
Brno-venkov,2022,8,177,83772,5926798
Bruntál,2020,3,61,18715,1300006
Bruntál,2020,4,51,19491,1453635
Bruntál,2020,5,47,21532,1602604
Bruntál,2020,6,23,24618,1809886
Bruntál,2020,7,38,26469,1990355
Bruntál,2020,8,40,25767,1899435
Bruntál,2020,9,48,27708,1944067
Bruntál,2020,10,40,28116,1972685
Bruntál,2020,12,35,34746,2301385
Bruntál,2021,1,35,32015,2428542
Bruntál,2021,2,28,34705,2636892
Bruntál,2021,3,23,28323,2659526
Bruntál,2021,4,29,34179,2558086
Bruntál,2021,6,48,34938,2508085
Bruntál,2021,7,49,33958,2390328
Bruntál,2021,8,49,38153,2616557
Bruntál,2021,9,54,38641,2843338
Bruntál,2021,10,62,37837,2795137
Bruntál,2021,11,55,36671,2755954
Bruntál,2021,12,52,35152,2576942
Bruntál,2022,1,58,35016,2779777
Bruntál,2022,2,61,37245,2697155
Bruntál,2022,3,39,46385,2883269
Bruntál,2022,4,69,41269,2546217
Bruntál,2022,5,60,39930,2522623
Bruntál,2022,6,92,41094,2544497
Bruntál,2022,7,99,43969,2953670
Bruntál,2022,8,94,43244,2816430
Břeclav,2020,3,87,40354,2928129
Břeclav,2020,4,71,39931,2856120
Břeclav,2020,5,64,40666,2843789
Břeclav,2020,6,69,43870,2929976
Břeclav,2020,7,43,40178,3154767
Břeclav,2020,8,65,44858,2925266
Břeclav,2020,9,64,44100,2841060
Břeclav,2020,10,66,43088,3076058
Břeclav,2020,12,43,45030,3236640
Břeclav,2021,1,47,46755,3281411
Břeclav,2021,2,47,46854,3487475
Břeclav,2021,3,45,46501,3510319
Břeclav,2021,4,68,48914,3478391
Břeclav,2021,6,41,53516,4080358
Břeclav,2021,7,43,53688,3959754
Břeclav,2021,8,49,56344,4229842
Břeclav,2021,9,44,59709,4394742
Břeclav,2021,10,47,58661,4404297
Břeclav,2021,11,46,58027,4161152
Břeclav,2021,12,33,60242,4438909
Břeclav,2022,1,37,62354,4741837
Břeclav,2022,2,38,61849,4491921
Břeclav,2022,3,47,69748,4544393
Břeclav,2022,4,52,67782,4834428
Břeclav,2022,5,45,67549,4828758
Břeclav,2022,6,56,68418,4761623
Břeclav,2022,7,72,69195,5019828
Břeclav,2022,8,79,67450,5023915
Cheb,2020,3,320,45417,3386633
Cheb,2020,4,313,43324,3546578
Cheb,2020,5,283,41948,3282337
Cheb,2020,6,234,41981,3360144
Cheb,2020,7,252,42993,3586412
Cheb,2020,8,249,44473,3606679
Cheb,2020,9,264,43046,3388954
Cheb,2020,10,257,43322,3445328
Cheb,2020,12,240,40492,3186241
Cheb,2021,1,255,43768,3600992
Cheb,2021,2,213,42054,3292343
Cheb,2021,3,232,42857,3426245
Cheb,2021,4,229,42193,3451978
Cheb,2021,6,227,45739,3827498
Cheb,2021,7,207,46990,3774281
Cheb,2021,8,202,47481,3907202
Cheb,2021,9,189,47911,3970671
Cheb,2021,10,196,48245,3708057
Cheb,2021,11,194,49004,3839821
Cheb,2021,12,168,51318,4267937
Cheb,2022,1,177,52744,4465299
Cheb,2022,2,194,51695,4162074
Cheb,2022,3,191,51227,4315312
Cheb,2022,4,186,47680,3901211
Cheb,2022,5,188,52077,4276420
Cheb,2022,6,206,51776,4175573
Cheb,2022,7,210,51681,4250803
Cheb,2022,8,225,52507,4111561
Chomutov,2020,3,241,21735,1315562
Chomutov,2020,4,246,21950,1305959
Chomutov,2020,5,260,20834,1235674
Chomutov,2020,6,251,20166,1178864
Chomutov,2020,7,181,22286,1270290
Chomutov,2020,8,226,20006,1188420
Chomutov,2020,9,195,21138,1276385
Chomutov,2020,10,205,19910,1239400
Chomutov,2020,12,172,21166,1388852
Chomutov,2021,1,147,21770,1417384
Chomutov,2021,2,124,22749,1429498
Chomutov,2021,3,129,23632,1470398
Chomutov,2021,4,120,22354,1426787
Chomutov,2021,6,129,28237,1733243
Chomutov,2021,7,118,28803,1754942
Chomutov,2021,8,130,30705,1810976
Chomutov,2021,9,129,30890,1824902
Chomutov,2021,10,161,32732,1903192
Chomutov,2021,11,143,32181,1777448
Chomutov,2021,12,159,35245,2196874
Chomutov,2022,1,174,36703,2259193
Chomutov,2022,2,175,38992,2310283
Chomutov,2022,3,172,35761,2150650
Chomutov,2022,4,228,33596,2080402
Chomutov,2022,5,204,36292,2213190
Chomutov,2022,6,209,34551,2204523
Chomutov,2022,7,307,35969,2250535
Chomutov,2022,8,290,35388,2214216
Chrudim,2020,3,75,32313,2187273
Chrudim,2020,4,76,31111,2175187
Chrudim,2020,5,61,32927,2198013
Chrudim,2020,6,62,29353,2065908
Chrudim,2020,7,63,30468,2028052
Chrudim,2020,8,57,29451,1833400
Chrudim,2020,9,60,30380,1927818
Chrudim,2020,10,47,28244,1837834
Chrudim,2020,12,48,35925,2158687
Chrudim,2021,1,57,37411,2182859
Chrudim,2021,2,32,42621,2642940
Chrudim,2021,3,32,40626,2671489
Chrudim,2021,4,37,43661,2679834
Chrudim,2021,6,44,45873,2931278
Chrudim,2021,7,41,47554,3015250
Chrudim,2021,8,43,48692,2783162
Chrudim,2021,9,42,49182,3038452
Chrudim,2021,10,40,54239,3222936
Chrudim,2021,11,38,54403,3368055
Chrudim,2021,12,42,55595,3189019
Chrudim,2022,1,37,58167,3617345
Chrudim,2022,2,36,60696,3967758
Chrudim,2022,3,46,53502,3652299
Chrudim,2022,4,59,56367,3613131
Chrudim,2022,5,53,56929,3648894
Chrudim,2022,6,62,59505,3664506
Chrudim,2022,7,83,58254,3546094
Chrudim,2022,8,77,56507,3362357
Domažlice,2020,3,42,27727,1828235
Domažlice,2020,4,38,28281,1752368
Domažlice,2020,5,31,27999,1940903
Domažlice,2020,6,36,27610,2014138
Domažlice,2020,7,43,27868,1877279
Domažlice,2020,8,33,27513,1975393
Domažlice,2020,9,33,27824,1972363
Domažlice,2020,10,31,26800,1897516
Domažlice,2020,12,19,27798,1916078
Domažlice,2021,1,24,30035,2022104
Domažlice,2021,2,19,30640,2029210
Domažlice,2021,3,19,30777,2020789
Domažlice,2021,4,23,34011,2230304
Domažlice,2021,6,20,31805,2406450
Domažlice,2021,7,19,31514,2211000
Domažlice,2021,8,15,35266,2434369
Domažlice,2021,9,17,35916,2317032
Domažlice,2021,10,16,33706,2348775
Domažlice,2021,11,15,32426,2332733
Domažlice,2021,12,24,35905,2490250
Domažlice,2022,1,23,37914,2463608
Domažlice,2022,2,22,41546,2653500
Domažlice,2022,3,31,46457,2778129
Domažlice,2022,4,33,45202,2696757
Domažlice,2022,5,25,46916,2754640
Domažlice,2022,6,29,50156,2943793
Domažlice,2022,7,27,46203,2832785
Domažlice,2022,8,34,44427,2862476
Děčín,2020,3,54,21867,1539461
Děčín,2020,4,57,20300,1434835
Děčín,2020,5,50,21592,1565920
Děčín,2020,6,50,22251,1538346
Děčín,2020,7,61,23896,1560759
Děčín,2020,8,55,23711,1697490
Děčín,2020,9,58,25650,1786706
Děčín,2020,10,59,24462,1790254
Děčín,2020,12,40,27067,1855100
Děčín,2021,1,37,27268,1971486
Děčín,2021,2,38,26607,2182052
Děčín,2021,3,40,26056,2099550
Děčín,2021,4,38,25590,1992710
Děčín,2021,6,38,31132,2151894
Děčín,2021,7,38,32369,2211605
Děčín,2021,8,46,32237,2302994
Děčín,2021,9,53,32480,2241716
Děčín,2021,10,51,35112,2522843
Děčín,2021,11,47,33525,2404536
Děčín,2021,12,53,38141,2576385
Děčín,2022,1,62,38413,2576567
Děčín,2022,2,71,37973,2570482
Děčín,2022,3,66,41202,2618682
Děčín,2022,4,94,38288,2491556
Děčín,2022,5,87,41005,2614724
Děčín,2022,6,94,40787,2585989
Děčín,2022,7,108,39909,2540735
Děčín,2022,8,124,40339,2458689
Frýdek-Místek,2020,3,90,32306,2137812
Frýdek-Místek,2020,4,96,33471,2192310
Frýdek-Místek,2020,5,97,34116,2199314
Frýdek-Místek,2020,6,55,36777,2534214
Frýdek-Místek,2020,7,72,34851,2400896
Frýdek-Místek,2020,8,74,33345,2308827
Frýdek-Místek,2020,9,83,34676,2227582
Frýdek-Místek,2020,10,61,36117,2525349
Frýdek-Místek,2020,12,52,38382,2806155
Frýdek-Místek,2021,1,40,38632,3035789
Frýdek-Místek,2021,2,41,39557,3132782
Frýdek-Místek,2021,3,51,39303,2891424
Frýdek-Místek,2021,4,56,42512,3036881
Frýdek-Místek,2021,6,75,45487,2956879
Frýdek-Místek,2021,7,68,45745,2714111
Frýdek-Místek,2021,8,57,44821,3108171
Frýdek-Místek,2021,9,60,45796,3035758
Frýdek-Místek,2021,10,63,50915,3400555
Frýdek-Místek,2021,11,65,49727,3315423
Frýdek-Místek,2021,12,63,51044,3306882
Frýdek-Místek,2022,1,73,52250,3350184
Frýdek-Místek,2022,2,69,52752,3624086
Frýdek-Místek,2022,3,85,54217,3242517
Frýdek-Místek,2022,4,108,53697,3282495
Frýdek-Místek,2022,5,104,52969,3221649
Frýdek-Místek,2022,6,117,52706,3183435
Frýdek-Místek,2022,7,145,50000,3121835
Frýdek-Místek,2022,8,146,48829,3060712
Havlíčkův Brod,2020,3,44,35605,2497119
Havlíčkův Brod,2020,4,45,33463,2245282
Havlíčkův Brod,2020,5,47,34097,2303951
Havlíčkův Brod,2020,6,67,36391,2363638
Havlíčkův Brod,2020,7,69,36427,2413216
Havlíčkův Brod,2020,8,72,36333,2328988
Havlíčkův Brod,2020,9,73,37116,2293763
Havlíčkův Brod,2020,10,55,34201,2158791
Havlíčkův Brod,2020,12,31,34841,2376658
Havlíčkův Brod,2021,1,36,40251,2698448
Havlíčkův Brod,2021,2,34,42483,2755927
Havlíčkův Brod,2021,3,36,43181,2577219
Havlíčkův Brod,2021,4,31,43307,2608003
Havlíčkův Brod,2021,6,33,44862,2740730
Havlíčkův Brod,2021,7,22,42815,2621280
Havlíčkův Brod,2021,8,17,43478,2538541
Havlíčkův Brod,2021,9,19,45871,2637536
Havlíčkův Brod,2021,10,17,48235,2775482
Havlíčkův Brod,2021,11,14,41807,2814585
Havlíčkův Brod,2021,12,15,42365,2795880
Havlíčkův Brod,2022,1,13,42275,2586538
Havlíčkův Brod,2022,2,16,45616,2810522
Havlíčkův Brod,2022,3,22,47107,3027863
Havlíčkův Brod,2022,4,26,47960,2984500
Havlíčkův Brod,2022,5,30,56388,3466360
Havlíčkův Brod,2022,6,29,55571,3266387
Havlíčkův Brod,2022,7,54,55755,3565024
Havlíčkův Brod,2022,8,55,56749,3472636
Hlavní město Praha,2020,3,4203,103825,7643855
Hlavní město Praha,2020,4,3964,103362,7483983
Hlavní město Praha,2020,5,4259,103500,7463829
Hlavní město Praha,2020,6,1933,104951,7207933
Hlavní město Praha,2020,7,3251,103174,7946902
Hlavní město Praha,2020,8,3055,106002,7483641
Hlavní město Praha,2020,9,3948,107201,7674142
Hlavní město Praha,2020,10,3943,106907,7718844
Hlavní město Praha,2020,12,3708,110091,7849885
Hlavní město Praha,2021,1,3739,111355,7805870
Hlavní město Praha,2021,2,3578,115068,8056418
Hlavní město Praha,2021,3,3381,116334,8138877
Hlavní město Praha,2021,4,3336,117995,8304904
Hlavní město Praha,2021,6,3235,121189,8471306
Hlavní město Praha,2021,7,3034,121885,8426617
Hlavní město Praha,2021,8,3062,122114,8561134
Hlavní město Praha,2021,9,2893,123929,8738385
Hlavní město Praha,2021,10,2473,125329,8901937
Hlavní město Praha,2021,11,2599,128699,8838150
Hlavní město Praha,2021,12,2590,130185,8909949
Hlavní město Praha,2022,1,2876,133219,8876547
Hlavní město Praha,2022,2,2993,134312,8887625
Hlavní město Praha,2022,3,1494,130367,9112822
Hlavní město Praha,2022,4,2966,132414,9155662
Hlavní město Praha,2022,5,2551,133645,9370592
Hlavní město Praha,2022,6,2038,130493,8367768
Hlavní město Praha,2022,7,2598,131223,8227911
Hlavní město Praha,2022,8,2657,130330,8197126
Hodonín,2020,3,47,32160,2303049
Hodonín,2020,4,56,32670,2299943
Hodonín,2020,5,61,33533,2405917
Hodonín,2020,6,42,33995,2710641
Hodonín,2020,7,47,32424,2563765
Hodonín,2020,8,55,34218,2366723
Hodonín,2020,9,45,35670,2483626
Hodonín,2020,10,41,35579,2676448
Hodonín,2020,12,21,38601,2498047
Hodonín,2021,1,17,38879,2477882
Hodonín,2021,2,31,42064,2755663
Hodonín,2021,3,25,41878,2724618
Hodonín,2021,4,42,43805,2782404
Hodonín,2021,6,37,44869,2983013
Hodonín,2021,7,36,43501,3008708
Hodonín,2021,8,47,44219,2827584
Hodonín,2021,9,38,48030,3137657
Hodonín,2021,10,36,50523,3246633
Hodonín,2021,11,29,48794,3177729
Hodonín,2021,12,70,55966,3156172
Hodonín,2022,1,54,59216,3597065
Hodonín,2022,2,81,61331,3716926
Hodonín,2022,3,100,60207,3884029
Hodonín,2022,4,123,58953,3824247
Hodonín,2022,5,135,60474,3804192
Hodonín,2022,6,112,59121,3659680
Hodonín,2022,7,113,54796,3689150
Hodonín,2022,8,143,56734,3771659
Hradec Králové,2020,3,157,50225,3420659
Hradec Králové,2020,4,197,51396,3539868
Hradec Králové,2020,5,200,52593,3608880
Hradec Králové,2020,6,165,52203,3674990
Hradec Králové,2020,7,131,53237,3649511
Hradec Králové,2020,8,133,51346,3566361
Hradec Králové,2020,9,118,58098,3693004
Hradec Králové,2020,10,95,52902,3783989
Hradec Králové,2020,12,66,52542,4015936
Hradec Králové,2021,1,58,52850,4245649
Hradec Králové,2021,2,50,54698,4461509
Hradec Králové,2021,3,45,59418,4945276
Hradec Králové,2021,4,52,63852,4450443
Hradec Králové,2021,6,68,67803,4737514
Hradec Králové,2021,7,77,67426,4688811
Hradec Králové,2021,8,74,68960,4940608
Hradec Králové,2021,9,69,67710,4701652
Hradec Králové,2021,10,80,70114,5135762
Hradec Králové,2021,11,65,72749,4861338
Hradec Králové,2021,12,72,77009,5463051
Hradec Králové,2022,1,76,79899,5458763
Hradec Králové,2022,2,93,77560,5487126
Hradec Králové,2022,3,117,81446,5460111
Hradec Králové,2022,4,159,78834,5362028
Hradec Králové,2022,5,140,78456,5452854
Hradec Králové,2022,6,140,79906,5291729
Hradec Králové,2022,7,168,77828,5135813
Hradec Králové,2022,8,192,77127,4929747
Jablonec nad Nisou,2020,3,81,34517,2308174
Jablonec nad Nisou,2020,4,92,35664,2386808
Jablonec nad Nisou,2020,5,96,34350,2323347
Jablonec nad Nisou,2020,6,73,35476,2451909
Jablonec nad Nisou,2020,7,49,33213,2396314
Jablonec nad Nisou,2020,8,72,33783,2253516
Jablonec nad Nisou,2020,9,74,33285,2143733
Jablonec nad Nisou,2020,10,75,40318,2827433
Jablonec nad Nisou,2020,12,44,42402,3159931
Jablonec nad Nisou,2021,1,42,41271,2839666
Jablonec nad Nisou,2021,2,43,44357,3057711
Jablonec nad Nisou,2021,3,34,39635,2470076
Jablonec nad Nisou,2021,4,50,40485,2661692
Jablonec nad Nisou,2021,6,51,49304,3275739
Jablonec nad Nisou,2021,7,66,50217,3339843
Jablonec nad Nisou,2021,8,63,49534,3206725
Jablonec nad Nisou,2021,9,55,58827,3390868
Jablonec nad Nisou,2021,10,74,70893,3996570
Jablonec nad Nisou,2021,11,66,71460,4290223
Jablonec nad Nisou,2021,12,68,73522,4471773
Jablonec nad Nisou,2022,1,79,65166,4143311
Jablonec nad Nisou,2022,2,96,69811,4578740
Jablonec nad Nisou,2022,3,100,71018,4719876
Jablonec nad Nisou,2022,4,119,69527,4477340
Jablonec nad Nisou,2022,5,89,67224,4331588
Jablonec nad Nisou,2022,6,110,68737,4152248
Jablonec nad Nisou,2022,7,157,63724,4042952
Jablonec nad Nisou,2022,8,167,64981,4153894
Jeseník,2020,3,31,26882,1859054
Jeseník,2020,4,29,25968,1877575
Jeseník,2020,5,25,29460,1853000
Jeseník,2020,6,24,24851,1531708
Jeseník,2020,7,27,30603,1755074
Jeseník,2020,8,24,25351,1636458
Jeseník,2020,9,24,25680,1499041
Jeseník,2020,10,17,21921,1360529
Jeseník,2020,12,20,22450,1395187
Jeseník,2021,1,22,21327,1306534
Jeseník,2021,2,13,22169,1346596
Jeseník,2021,3,15,25665,1548450
Jeseník,2021,4,22,36565,1940806
Jeseník,2021,6,17,40770,2164411
Jeseník,2021,7,16,43088,2226250
Jeseník,2021,8,12,32845,2184166
Jeseník,2021,9,12,36295,2212916
Jeseník,2021,10,17,43967,2301517
Jeseník,2021,11,14,29512,1959565
Jeseník,2021,12,14,31271,2444571
Jeseník,2022,1,18,35512,2412222
Jeseník,2022,2,19,33534,2623894
Jeseník,2022,3,19,33887,2450736
Jeseník,2022,4,26,32440,2252038
Jeseník,2022,5,21,33296,2535142
Jeseník,2022,6,24,37529,2513812
Jeseník,2022,7,38,38840,2363223
Jeseník,2022,8,42,39009,2376809
Jihlava,2020,3,123,40278,2638079
Jihlava,2020,4,123,40285,2708824
Jihlava,2020,5,103,40599,2775327
Jihlava,2020,6,80,40697,2736245
Jihlava,2020,7,90,41422,2779230
Jihlava,2020,8,107,42221,2811352
Jihlava,2020,9,95,41426,2736311
Jihlava,2020,10,93,40950,2837719
Jihlava,2020,12,72,42352,3146648
Jihlava,2021,1,79,43347,3228682
Jihlava,2021,2,47,43064,3369932
Jihlava,2021,3,41,42165,3107740
Jihlava,2021,4,44,44645,3327162
Jihlava,2021,6,39,49484,3611590
Jihlava,2021,7,35,49299,3632903
Jihlava,2021,8,45,54344,3606693
Jihlava,2021,9,38,54891,3584973
Jihlava,2021,10,36,57254,3843000
Jihlava,2021,11,33,54925,3959509
Jihlava,2021,12,47,58754,3828191
Jihlava,2022,1,35,60682,3935885
Jihlava,2022,2,50,62767,3944166
Jihlava,2022,3,66,59294,4058928
Jihlava,2022,4,92,57907,3850863
Jihlava,2022,5,73,59440,4030268
Jihlava,2022,6,93,59385,4196476
Jihlava,2022,7,116,59703,3979952
Jihlava,2022,8,125,59166,3925950
Jindřichův Hradec,2020,3,47,35314,2210578
Jindřichův Hradec,2020,4,48,34291,2181826
Jindřichův Hradec,2020,5,42,33499,2110825
Jindřichův Hradec,2020,6,43,37250,2282311
Jindřichův Hradec,2020,7,41,40196,2571814
Jindřichův Hradec,2020,8,33,33228,2579272
Jindřichův Hradec,2020,9,41,36881,2631185
Jindřichův Hradec,2020,10,35,35207,2376274
Jindřichův Hradec,2020,12,31,37354,2594270
Jindřichův Hradec,2021,1,30,41854,2757120
Jindřichův Hradec,2021,2,30,44964,2779486
Jindřichův Hradec,2021,3,20,43796,2776730
Jindřichův Hradec,2021,4,24,46521,2814491
Jindřichův Hradec,2021,6,16,43034,2910187
Jindřichův Hradec,2021,7,16,43422,2831500
Jindřichův Hradec,2021,8,19,46223,3068157
Jindřichův Hradec,2021,9,17,45176,2848823
Jindřichův Hradec,2021,10,21,47047,3109147
Jindřichův Hradec,2021,11,22,52920,3262708
Jindřichův Hradec,2021,12,30,58074,3609736
Jindřichův Hradec,2022,1,35,58869,3621517
Jindřichův Hradec,2022,2,26,56628,3635779
Jindřichův Hradec,2022,3,33,47864,3304451
Jindřichův Hradec,2022,4,46,52710,3438391
Jindřichův Hradec,2022,5,40,51992,3481370
Jindřichův Hradec,2022,6,31,50277,3373935
Jindřichův Hradec,2022,7,55,50384,3366981
Jindřichův Hradec,2022,8,60,55616,3344270
Jičín,2020,3,50,38389,2769568
Jičín,2020,4,49,36472,2675658
Jičín,2020,5,48,35367,2695519
Jičín,2020,6,47,39075,2965024
Jičín,2020,7,49,41161,3055268
Jičín,2020,8,46,39187,2942817
Jičín,2020,9,49,39699,2746212
Jičín,2020,10,53,39003,2994728
Jičín,2020,12,33,38566,2962425
Jičín,2021,1,37,37214,2578514
Jičín,2021,2,34,38649,2773236
Jičín,2021,3,23,40962,3032719
Jičín,2021,4,23,40169,3056545
Jičín,2021,6,23,40261,3643860
Jičín,2021,7,23,40448,3525164
Jičín,2021,8,19,42414,3617625
Jičín,2021,9,23,44763,3467603
Jičín,2021,10,24,43201,3504007
Jičín,2021,11,22,41540,3579822
Jičín,2021,12,40,47219,3237983
Jičín,2022,1,30,47599,3005985
Jičín,2022,2,17,49224,2912550
Jičín,2022,3,25,46983,3242294
Jičín,2022,4,30,46608,3360233
Jičín,2022,5,21,48746,3388238
Jičín,2022,6,30,47236,3333433
Jičín,2022,7,29,50745,3536275
Jičín,2022,8,26,52693,3514384
Karlovy Vary,2020,3,693,41358,3557989
Karlovy Vary,2020,4,644,42002,3557342
Karlovy Vary,2020,5,599,42310,3608960
Karlovy Vary,2020,6,471,43592,3744508
Karlovy Vary,2020,7,507,42675,3691644
Karlovy Vary,2020,8,541,43059,3665671
Karlovy Vary,2020,9,591,44187,3802374
Karlovy Vary,2020,10,548,44550,3831620
Karlovy Vary,2020,12,508,45348,3809461
Karlovy Vary,2021,1,487,44692,3767112
Karlovy Vary,2021,2,496,46540,4005373
Karlovy Vary,2021,3,436,45413,3892015
Karlovy Vary,2021,4,433,47238,4105207
Karlovy Vary,2021,6,421,51554,4695138
Karlovy Vary,2021,7,414,52339,4788809
Karlovy Vary,2021,8,429,53152,4750966
Karlovy Vary,2021,9,448,55312,4915685
Karlovy Vary,2021,10,418,58794,5262924
Karlovy Vary,2021,11,412,59154,5189829
Karlovy Vary,2021,12,340,58201,5047440
Karlovy Vary,2022,1,402,61047,5400586
Karlovy Vary,2022,2,413,61154,5179498
Karlovy Vary,2022,3,383,60490,5113183
Karlovy Vary,2022,4,434,61091,5083775
Karlovy Vary,2022,5,385,62202,5264767
Karlovy Vary,2022,6,417,61394,5001707
Karlovy Vary,2022,7,429,60609,4895765
Karlovy Vary,2022,8,478,58731,4769053
Karviná,2020,3,183,15774,925936
Karviná,2020,4,173,16569,978508
Karviná,2020,5,167,16865,1009838
Karviná,2020,6,88,16232,1032294
Karviná,2020,7,161,16038,918040
Karviná,2020,8,137,15767,929845
Karviná,2020,9,171,15964,954899
Karviná,2020,10,171,16588,983233
Karviná,2020,12,155,17292,969638
Karviná,2021,1,122,18211,979322
Karviná,2021,2,88,19530,1105123
Karviná,2021,3,82,22165,1297076
Karviná,2021,4,103,24139,1417377
Karviná,2021,6,136,26663,1545586
Karviná,2021,7,121,26635,1458468
Karviná,2021,8,123,27976,1567667
Karviná,2021,9,131,27495,1546776
Karviná,2021,10,174,27888,1539120
Karviná,2021,11,160,28067,1496329
