Název okresu,typBytu,year_num,month_num,cena_count,cena_m2_mean,cena_mean
Rychnov nad Kněžnou,1+1,2021,4,1,45897,1790000
Rychnov nad Kněžnou,1+1,2021,6,1,37631,1430000
Rychnov nad Kněžnou,1+1,2021,7,1,37631,1430000
Rychnov nad Kněžnou,1+1,2021,8,2,51242,1817500
Rychnov nad Kněžnou,1+1,2021,9,3,55018,1941666
Rychnov nad Kněžnou,1+1,2021,12,2,58947,2300000
Rychnov nad Kněžnou,1+1,2022,1,2,58947,2300000
Rychnov nad Kněžnou,1+1,2022,2,2,61804,2250000
Rychnov nad Kněžnou,1+kk,2020,3,5,54971,1270000
Rychnov nad Kněžnou,1+kk,2020,4,6,50409,1173333
Rychnov nad Kněžnou,1+kk,2020,5,5,54971,1270000
Rychnov nad Kněžnou,1+kk,2020,6,3,55285,1390000
Rychnov nad Kněžnou,1+kk,2020,7,2,54500,1090000
Rychnov nad Kněžnou,1+kk,2020,8,5,70091,1825000
Rychnov nad Kněžnou,1+kk,2020,9,5,71402,1734000
Rychnov nad Kněžnou,1+kk,2020,10,1,81428,3990000
Rychnov nad Kněžnou,1+kk,2020,12,3,38317,1143333
Rychnov nad Kněžnou,1+kk,2021,1,8,83184,2467500
Rychnov nad Kněžnou,1+kk,2021,2,2,111868,3845000
Rychnov nad Kněžnou,1+kk,2021,6,1,51923,1350000
Rychnov nad Kněžnou,1+kk,2021,9,1,76666,2300000
Rychnov nad Kněžnou,1+kk,2021,11,1,98000,2450000
Rychnov nad Kněžnou,1+kk,2021,12,2,127914,3757250
Rychnov nad Kněžnou,1+kk,2022,1,6,125276,3784833
Rychnov nad Kněžnou,1+kk,2022,2,4,113097,3757375
Rychnov nad Kněžnou,2+1,2020,3,15,29614,1765133
Rychnov nad Kněžnou,2+1,2020,4,17,30507,1829235
Rychnov nad Kněžnou,2+1,2020,5,13,30946,1823307
Rychnov nad Kněžnou,2+1,2020,6,10,32814,1818900
Rychnov nad Kněžnou,2+1,2020,7,3,34297,1910000
Rychnov nad Kněžnou,2+1,2020,8,8,36201,2042375
Rychnov nad Kněžnou,2+1,2020,9,6,34054,1880000
Rychnov nad Kněžnou,2+1,2020,10,6,30684,1677500
Rychnov nad Kněžnou,2+1,2020,12,7,38669,2376428
Rychnov nad Kněžnou,2+1,2021,1,4,40516,2332500
Rychnov nad Kněžnou,2+1,2021,2,1,38181,2100000
Rychnov nad Kněžnou,2+1,2021,3,1,49553,2775000
Rychnov nad Kněžnou,2+1,2021,4,6,40060,2451666
Rychnov nad Kněžnou,2+1,2021,6,3,44329,2596666
Rychnov nad Kněžnou,2+1,2021,7,6,42189,2308333
Rychnov nad Kněžnou,2+1,2021,8,7,41840,2215142
Rychnov nad Kněžnou,2+1,2021,9,4,36747,2095000
Rychnov nad Kněžnou,2+1,2021,10,4,40504,2302000
Rychnov nad Kněžnou,2+1,2021,11,3,46552,2623333
Rychnov nad Kněžnou,2+1,2021,12,3,46923,2696000
Rychnov nad Kněžnou,2+1,2022,1,5,37582,2207800
Rychnov nad Kněžnou,2+1,2022,2,7,43750,2526857
Rychnov nad Kněžnou,2+kk,2020,3,7,25943,1493428
Rychnov nad Kněžnou,2+kk,2020,4,7,35786,2086285
Rychnov nad Kněžnou,2+kk,2020,5,8,33362,1944250
Rychnov nad Kněžnou,2+kk,2020,6,8,36353,1981750
Rychnov nad Kněžnou,2+kk,2020,7,9,35940,1989333
Rychnov nad Kněžnou,2+kk,2020,8,3,32640,1643333
Rychnov nad Kněžnou,2+kk,2020,9,9,30892,1778222
Rychnov nad Kněžnou,2+kk,2020,10,7,29665,1733428
Rychnov nad Kněžnou,2+kk,2020,12,5,42221,2274000
Rychnov nad Kněžnou,2+kk,2021,1,5,53894,2796000
Rychnov nad Kněžnou,2+kk,2021,2,4,40805,2220000
Rychnov nad Kněžnou,2+kk,2021,3,1,15866,1190000
Rychnov nad Kněžnou,2+kk,2021,4,4,65960,3665000
Rychnov nad Kněžnou,2+kk,2021,6,3,111345,5427666
Rychnov nad Kněžnou,2+kk,2021,7,6,83329,4008833
Rychnov nad Kněžnou,2+kk,2021,8,4,97938,4445750
Rychnov nad Kněžnou,2+kk,2021,9,2,140212,6426500
Rychnov nad Kněžnou,2+kk,2021,10,5,89116,4601600
Rychnov nad Kněžnou,2+kk,2021,11,9,92617,4524000
Rychnov nad Kněžnou,2+kk,2021,12,10,85785,4618300
Rychnov nad Kněžnou,2+kk,2022,1,5,63985,4392400
Rychnov nad Kněžnou,2+kk,2022,2,6,62471,3665166
Rychnov nad Kněžnou,3+1,2020,3,21,29997,2113523
Rychnov nad Kněžnou,3+1,2020,4,20,29818,2107800
Rychnov nad Kněžnou,3+1,2020,5,20,29872,2083500
Rychnov nad Kněžnou,3+1,2020,6,18,29948,2104388
Rychnov nad Kněžnou,3+1,2020,7,11,31071,2190181
Rychnov nad Kněžnou,3+1,2020,8,17,29388,2053000
Rychnov nad Kněžnou,3+1,2020,9,16,30767,2121437
Rychnov nad Kněžnou,3+1,2020,10,10,31583,2198500
Rychnov nad Kněžnou,3+1,2020,12,4,37901,2722250
Rychnov nad Kněžnou,3+1,2021,1,3,40046,2714666
Rychnov nad Kněžnou,3+1,2021,2,5,35869,2492800
Rychnov nad Kněžnou,3+1,2021,3,4,35401,2483750
Rychnov nad Kněžnou,3+1,2021,4,5,35776,2615600
Rychnov nad Kněžnou,3+1,2021,6,9,40890,2969466
Rychnov nad Kněžnou,3+1,2021,7,7,40712,3025028
Rychnov nad Kněžnou,3+1,2021,8,8,40570,2905000
Rychnov nad Kněžnou,3+1,2021,9,7,42832,3222314
Rychnov nad Kněžnou,3+1,2021,10,4,32979,2887500
Rychnov nad Kněžnou,3+1,2021,11,5,35897,3001640
Rychnov nad Kněžnou,3+1,2021,12,8,39904,3206750
Rychnov nad Kněžnou,3+1,2022,1,6,48380,3656500
Rychnov nad Kněžnou,3+1,2022,2,6,47887,3794833
Rychnov nad Kněžnou,3+kk,2020,3,7,48712,4449857
Rychnov nad Kněžnou,3+kk,2020,4,5,44835,4213600
Rychnov nad Kněžnou,3+kk,2020,5,9,42433,3342000
Rychnov nad Kněžnou,3+kk,2020,6,10,40112,3159800
Rychnov nad Kněžnou,3+kk,2020,7,9,40158,3571111
Rychnov nad Kněžnou,3+kk,2020,8,6,39108,3738333
Rychnov nad Kněžnou,3+kk,2020,9,9,37192,3273333
Rychnov nad Kněžnou,3+kk,2020,10,5,45580,3242000
Rychnov nad Kněžnou,3+kk,2020,12,8,48171,3598750
Rychnov nad Kněžnou,3+kk,2021,1,7,53038,3873571
Rychnov nad Kněžnou,3+kk,2021,2,8,46850,3056875
Rychnov nad Kněžnou,3+kk,2021,3,3,36953,2743333
Rychnov nad Kněžnou,3+kk,2021,4,6,51623,3452500
Rychnov nad Kněžnou,3+kk,2021,6,8,52805,3953375
Rychnov nad Kněžnou,3+kk,2021,7,9,55035,4198666
Rychnov nad Kněžnou,3+kk,2021,8,3,39786,3462666
Rychnov nad Kněžnou,3+kk,2021,9,2,90881,6120000
Rychnov nad Kněžnou,3+kk,2021,10,4,51402,4207000
Rychnov nad Kněžnou,3+kk,2021,11,2,66535,5040000
Rychnov nad Kněžnou,3+kk,2021,12,11,51645,4604818
Rychnov nad Kněžnou,3+kk,2022,1,9,52388,4361555
Rychnov nad Kněžnou,3+kk,2022,2,9,54177,4687111
Rychnov nad Kněžnou,4+1,2020,3,2,29396,2655500
Rychnov nad Kněžnou,4+1,2020,4,2,27657,2290000
Rychnov nad Kněžnou,4+1,2020,5,2,27657,2290000
Rychnov nad Kněžnou,4+1,2020,6,1,27000,1890000
Rychnov nad Kněžnou,4+1,2020,7,1,27000,1890000
Rychnov nad Kněžnou,4+1,2020,8,1,28155,2900000
Rychnov nad Kněžnou,4+1,2020,9,1,27000,1890000
Rychnov nad Kněžnou,4+1,2020,10,1,27000,1890000
Rychnov nad Kněžnou,4+1,2020,12,1,23929,1699000
Rychnov nad Kněžnou,4+1,2021,1,1,23929,1699000
Rychnov nad Kněžnou,4+1,2021,4,1,45866,4357300
Rychnov nad Kněžnou,4+1,2021,6,1,40157,3815000
Rychnov nad Kněžnou,4+1,2021,7,1,40157,3815000
Rychnov nad Kněžnou,4+1,2021,8,1,38578,3665000
Rychnov nad Kněžnou,4+1,2022,1,1,45595,3830000
Rychnov nad Kněžnou,4+1,2022,2,1,45679,3700000
Rychnov nad Kněžnou,4+kk,2020,3,10,39044,4082600
Rychnov nad Kněžnou,4+kk,2020,4,10,39044,4082600
Rychnov nad Kněžnou,4+kk,2020,5,10,39044,4082600
Rychnov nad Kněžnou,4+kk,2020,6,10,39044,4082600
Rychnov nad Kněžnou,4+kk,2020,7,10,39044,4082600
Rychnov nad Kněžnou,4+kk,2020,8,10,39044,4082600
Rychnov nad Kněžnou,4+kk,2020,9,10,39044,4082600
Rychnov nad Kněžnou,4+kk,2020,10,9,38591,4047444
Rychnov nad Kněžnou,4+kk,2020,12,3,39108,4115000
Rychnov nad Kněžnou,4+kk,2021,1,3,39108,4115000
Rychnov nad Kněžnou,4+kk,2021,2,3,39108,4115000
Rychnov nad Kněžnou,4+kk,2021,3,3,39108,4115000
Rychnov nad Kněžnou,4+kk,2021,4,2,40556,4199000
Rychnov nad Kněžnou,4+kk,2021,7,1,24861,1790000
Rychnov nad Kněžnou,4+kk,2021,11,3,34377,3146666
Rychnov nad Kněžnou,4+kk,2021,12,1,31048,3850000
Rychnov nad Kněžnou,5+1,2020,3,1,27574,2399000
Rychnov nad Kněžnou,5+1,2020,4,1,25172,2190000
Rychnov nad Kněžnou,5+1,2020,5,1,25172,2190000
Rychnov nad Kněžnou,5+1,2020,6,2,29090,2575000
Rychnov nad Kněžnou,5+1,2020,7,2,23917,2125000
Rychnov nad Kněžnou,5+1,2020,8,1,18390,1600000
Rychnov nad Kněžnou,5+1,2020,9,2,23613,2299500
Rychnov nad Kněžnou,5+1,2020,10,1,26436,2300000
Rychnov nad Kněžnou,5+1,2020,12,2,22661,2244500
Rychnov nad Kněžnou,5+1,2021,1,1,20419,1899000
Rychnov nad Kněžnou,5+1,2021,2,2,15339,1939500
Rychnov nad Kněžnou,5+kk,2021,10,1,14085,2310000
Rychnov nad Kněžnou,5+kk,2021,11,1,14085,2310000
Rychnov nad Kněžnou,5+kk,2021,12,1,14085,2310000
Rychnov nad Kněžnou,6 a více,2020,10,1,17142,4800000
Rychnov nad Kněžnou,Atypický,2020,6,2,16075,5999000
Rychnov nad Kněžnou,Atypický,2020,7,2,15286,5749000
Rychnov nad Kněžnou,Atypický,2020,8,2,15286,5749000
Rychnov nad Kněžnou,Atypický,2020,9,1,15769,4999000
Rychnov nad Kněžnou,Atypický,2021,2,1,13249,4200000
Rychnov nad Kněžnou,Atypický,2021,3,1,13249,4200000
Rychnov nad Kněžnou,Atypický,2021,4,1,13249,4200000
Semily,1+1,2020,3,5,49795,1936000
Semily,1+1,2020,4,3,60467,2296666
Semily,1+1,2020,5,2,28436,1025000
Semily,1+1,2020,6,3,55420,1913333
Semily,1+1,2020,7,4,50635,1887500
Semily,1+1,2020,8,1,27142,950000
Semily,1+1,2020,9,1,27142,950000
Semily,1+1,2021,6,2,125744,4790000
Semily,1+1,2021,7,1,112187,3590000
Semily,1+1,2021,8,1,104687,3350000
Semily,1+1,2021,9,3,113158,4056333
Semily,1+1,2021,10,1,99962,2699000
Semily,1+1,2022,1,5,33720,1689800
Semily,1+1,2022,2,4,38619,1689750
Semily,1+kk,2020,3,11,75780,2894645
Semily,1+kk,2020,4,18,94536,3375681
Semily,1+kk,2020,5,17,93222,3071833
Semily,1+kk,2020,6,13,100779,3725059
Semily,1+kk,2020,7,11,100060,3816978
Semily,1+kk,2020,8,11,105005,3811978
Semily,1+kk,2020,9,13,106278,3334667
Semily,1+kk,2020,10,13,96048,3548097
Semily,1+kk,2020,12,13,110453,3834683
Semily,1+kk,2021,1,11,131198,3881446
Semily,1+kk,2021,2,7,138256,4413556
Semily,1+kk,2021,3,18,126661,4389508
Semily,1+kk,2021,4,11,123089,4269260
Semily,1+kk,2021,6,6,139786,4885801
Semily,1+kk,2021,7,4,140144,4555672
Semily,1+kk,2021,8,12,134149,4734666
Semily,1+kk,2021,9,11,141444,5028863
Semily,1+kk,2021,10,14,151350,5486463
Semily,1+kk,2021,11,13,166963,6581513
Semily,1+kk,2021,12,15,142817,5348266
Semily,1+kk,2022,1,21,149890,5663571
Semily,1+kk,2022,2,23,144200,5271413
Semily,2+1,2020,3,7,52462,3018571
Semily,2+1,2020,4,6,53107,3071500
Semily,2+1,2020,5,5,50207,2747800
Semily,2+1,2020,6,4,40758,1997250
Semily,2+1,2020,7,7,38290,2189000
Semily,2+1,2020,8,11,43451,2557090
Semily,2+1,2020,9,11,44806,2754909
Semily,2+1,2020,10,10,46247,2898300
Semily,2+1,2020,12,7,43940,2481714
Semily,2+1,2021,1,6,31982,1889500
Semily,2+1,2021,2,6,30281,1838833
Semily,2+1,2021,3,7,51544,2811200
Semily,2+1,2021,4,4,54830,3357737
Semily,2+1,2021,6,1,34339,1820000
Semily,2+1,2021,7,2,46622,2860000
Semily,2+1,2021,8,4,36981,2452500
Semily,2+1,2021,9,5,37945,2380000
Semily,2+1,2021,10,7,53393,3529857
Semily,2+1,2021,11,7,61244,3978571
Semily,2+1,2021,12,7,87689,5922714
Semily,2+1,2022,1,9,66708,4392111
Semily,2+1,2022,2,9,70021,4531000
Semily,2+kk,2020,3,15,74675,3532410
Semily,2+kk,2020,4,15,73786,3659090
Semily,2+kk,2020,5,18,70129,3243900
Semily,2+kk,2020,6,18,81151,3819264
Semily,2+kk,2020,7,21,83291,4155988
Semily,2+kk,2020,8,14,89139,4289100
Semily,2+kk,2020,9,15,83517,4076226
Semily,2+kk,2020,10,8,92764,4844612
Semily,2+kk,2020,12,6,85614,4242666
Semily,2+kk,2021,1,9,102360,5009777
Semily,2+kk,2021,2,8,118908,5715547
Semily,2+kk,2021,3,14,100982,4635462
Semily,2+kk,2021,4,15,103416,5122792
Semily,2+kk,2021,6,15,100101,4800492
Semily,2+kk,2021,7,10,80205,3446899
Semily,2+kk,2021,8,15,136521,7393338
Semily,2+kk,2021,9,22,127254,6437365
Semily,2+kk,2021,10,24,117443,5790604
Semily,2+kk,2021,11,18,124993,6292528
Semily,2+kk,2021,12,14,116644,5706069
Semily,2+kk,2022,1,13,123524,6704299
Semily,2+kk,2022,2,9,158508,9383481
Semily,3+1,2020,3,9,45142,3303222
Semily,3+1,2020,4,10,42707,3032700
Semily,3+1,2020,5,12,44651,3225333
Semily,3+1,2020,6,12,44049,3194083
Semily,3+1,2020,7,6,46217,3258333
Semily,3+1,2020,8,9,50004,3545333
Semily,3+1,2020,9,11,45782,3351545
Semily,3+1,2020,10,7,51619,3565285
Semily,3+1,2020,12,3,41625,3165666
Semily,3+1,2021,1,6,42856,2931000
Semily,3+1,2021,2,7,39450,2657285
Semily,3+1,2021,3,8,41742,3225176
Semily,3+1,2021,4,7,42944,3356201
Semily,3+1,2021,6,7,67612,4780285
Semily,3+1,2021,7,10,67222,4884200
Semily,3+1,2021,8,6,54279,4058333
Semily,3+1,2021,9,4,49918,3544250
Semily,3+1,2021,10,5,59624,4553600
Semily,3+1,2021,11,4,121267,8172950
Semily,3+1,2021,12,6,135593,10856643
Semily,3+1,2022,1,8,111739,8989982
Semily,3+1,2022,2,7,72910,5126925
Semily,3+kk,2020,3,10,57935,5063767
Semily,3+kk,2020,4,11,57668,4932070
Semily,3+kk,2020,5,14,59511,5008340
Semily,3+kk,2020,6,13,62635,5010136
Semily,3+kk,2020,7,15,70897,5602184
Semily,3+kk,2020,8,10,72753,5950410
Semily,3+kk,2020,9,9,77986,6456011
Semily,3+kk,2020,10,7,63482,5472857
Semily,3+kk,2020,12,7,80293,6484285
Semily,3+kk,2021,1,9,98872,7610297
Semily,3+kk,2021,2,5,95946,7052400
Semily,3+kk,2021,3,9,96405,7044731
Semily,3+kk,2021,4,6,95572,7322346
Semily,3+kk,2021,6,10,100035,7096408
Semily,3+kk,2021,7,3,97856,7136666
Semily,3+kk,2021,8,10,100568,6952132
Semily,3+kk,2021,9,16,109458,8211020
Semily,3+kk,2021,10,16,106007,8017362
Semily,3+kk,2021,11,8,102756,9275586
Semily,3+kk,2021,12,12,84239,6677450
Semily,3+kk,2022,1,13,87373,6653030
Semily,3+kk,2022,2,17,117083,9477655
Semily,4+1,2020,3,2,31050,2467000
Semily,4+1,2020,4,8,33553,2862000
Semily,4+1,2020,5,4,28295,2437000
Semily,4+1,2020,6,3,29397,2483000
Semily,4+1,2020,7,1,36588,3110000
Semily,4+1,2020,8,2,26338,2370000
Semily,4+1,2020,9,4,31721,3703750
Semily,4+1,2020,10,3,30074,2741666
Semily,4+1,2020,12,2,30307,2945000
Semily,4+1,2021,1,3,28227,2506666
Semily,4+1,2021,2,3,24217,2146333
Semily,4+1,2021,3,3,24217,2146333
Semily,4+1,2021,4,2,27056,2394500
Semily,4+1,2021,6,3,39159,3793000
Semily,4+1,2021,7,3,39159,3793000
Semily,4+1,2021,12,3,86423,7676600
Semily,4+1,2022,1,2,108855,9914900
Semily,4+1,2022,2,2,108855,9914900
Semily,4+kk,2020,3,5,67248,7575821
Semily,4+kk,2020,4,7,61105,6521315
Semily,4+kk,2020,5,7,61105,6521315
Semily,4+kk,2020,6,4,70060,8419776
Semily,4+kk,2020,7,5,59698,7173821
Semily,4+kk,2020,8,3,52398,6390547
Semily,4+kk,2020,9,3,52398,6390547
Semily,4+kk,2020,10,1,18250,2190000
Semily,4+kk,2020,12,1,18250,2190000
Semily,4+kk,2021,1,2,63472,6095000
Semily,4+kk,2021,2,2,85224,7995000
Semily,4+kk,2021,3,3,107436,11303166
Semily,4+kk,2021,4,6,110115,11619376
Semily,4+kk,2021,6,4,119806,13101777
Semily,4+kk,2021,7,2,90511,10200000
Semily,4+kk,2021,8,4,96240,10184600
Semily,4+kk,2021,9,3,106023,10279466
Semily,4+kk,2021,10,2,125929,12274200
Semily,4+kk,2021,11,3,111410,10846133
Semily,4+kk,2021,12,2,98250,9245000
Semily,4+kk,2022,1,3,89255,8396333
Semily,4+kk,2022,2,4,75908,7432500
Semily,5+1,2020,7,1,43333,3770000
Semily,5+1,2020,8,2,35555,3135000
Semily,5+1,2020,9,1,27777,2500000
Semily,5+1,2020,10,1,27777,2500000
Semily,5+1,2020,12,2,39693,3495000
Semily,5+1,2021,1,2,39693,3495000
Semily,5+kk,2020,3,1,68875,8265000
Semily,5+kk,2020,4,1,68875,8265000
Semily,5+kk,2020,5,1,68875,8265000
Semily,5+kk,2020,6,1,67908,8149000
Semily,5+kk,2020,7,1,67908,8149000
Semily,5+kk,2021,1,1,104761,11000000
Semily,5+kk,2021,2,1,104761,11000000
Semily,5+kk,2021,3,1,104761,11000000
Semily,5+kk,2021,4,1,104761,11000000
Semily,5+kk,2021,6,1,109523,11500000
Semily,5+kk,2021,7,2,97181,9695000
Semily,5+kk,2021,8,1,109523,11500000
Semily,5+kk,2021,9,1,109523,11500000
Semily,5+kk,2021,10,1,109523,11500000
Semily,5+kk,2021,11,1,109523,11500000
Semily,5+kk,2021,12,1,109523,11500000
Semily,5+kk,2022,1,1,109523,11500000
Semily,5+kk,2022,2,1,109523,11500000
Semily,6 a více,2020,10,1,29093,4655000
Semily,Atypický,2020,3,2,20017,2137500
Semily,Atypický,2020,4,2,20017,2137500
Semily,Atypický,2020,5,2,28703,5422500
Semily,Atypický,2020,6,2,27946,5192500
Semily,Atypický,2020,7,3,30027,4658333
Semily,Atypický,2020,8,3,30027,4658333
Semily,Atypický,2020,9,3,30027,4658333
Semily,Atypický,2020,10,1,26320,1395000
Semily,Atypický,2021,6,1,39428,6900000
Semily,Atypický,2021,7,2,41412,5750000
Sokolov,1+1,2020,3,12,17025,668333
Sokolov,1+1,2020,4,9,16812,677333
Sokolov,1+1,2020,5,13,15811,627038
Sokolov,1+1,2020,6,14,15428,616392
Sokolov,1+1,2020,7,13,16047,633038
Sokolov,1+1,2020,8,10,16135,643150
Sokolov,1+1,2020,9,14,17203,663250
Sokolov,1+1,2020,10,13,16240,612423
Sokolov,1+1,2020,12,13,16851,680153
Sokolov,1+1,2021,1,12,16672,696083
Sokolov,1+1,2021,2,5,18295,762600
Sokolov,1+1,2021,3,3,18153,774333
Sokolov,1+1,2021,4,6,19673,763000
Sokolov,1+1,2021,6,9,22085,845722
Sokolov,1+1,2021,7,6,22835,844916
Sokolov,1+1,2021,8,5,23026,873600
Sokolov,1+1,2021,9,6,20127,820500
Sokolov,1+1,2021,10,5,20578,771000
Sokolov,1+1,2021,12,6,25963,948333
Sokolov,1+1,2022,1,9,21610,824333
Sokolov,1+1,2022,2,6,27835,1108166
Sokolov,1+kk,2020,5,1,16619,349000
Sokolov,1+kk,2020,7,1,23600,590000
Sokolov,1+kk,2020,8,1,23600,590000
Sokolov,1+kk,2020,9,3,23306,582666
Sokolov,1+kk,2020,10,3,25773,592666
Sokolov,1+kk,2020,12,3,17582,390000
Sokolov,1+kk,2021,1,4,18526,404750
Sokolov,1+kk,2021,2,2,19827,465000
Sokolov,1+kk,2021,3,4,21726,468750
Sokolov,1+kk,2021,4,3,21950,470000
Sokolov,1+kk,2021,6,2,25450,580000
Sokolov,1+kk,2021,7,2,25450,580000
Sokolov,1+kk,2021,8,2,24800,620000
Sokolov,1+kk,2021,9,2,24600,615000
Sokolov,1+kk,2021,10,4,28800,635000
Sokolov,1+kk,2021,12,5,34306,784000
Sokolov,1+kk,2022,1,5,30306,684000
Sokolov,1+kk,2022,2,4,31262,687500
Sokolov,2+1,2020,3,50,15656,886618
Sokolov,2+1,2020,4,48,15679,894197
Sokolov,2+1,2020,5,47,15750,894297
Sokolov,2+1,2020,6,15,15431,899066
Sokolov,2+1,2020,7,48,15858,936500
Sokolov,2+1,2020,8,37,14550,840108
Sokolov,2+1,2020,9,40,15350,881425
Sokolov,2+1,2020,10,36,15355,891888
Sokolov,2+1,2020,12,44,16997,950306
Sokolov,2+1,2021,1,30,16527,920000
Sokolov,2+1,2021,2,29,17185,979379
Sokolov,2+1,2021,3,30,18214,1035333
Sokolov,2+1,2021,4,22,16158,942772
Sokolov,2+1,2021,6,28,20825,1194500
Sokolov,2+1,2021,7,20,20453,1160100
Sokolov,2+1,2021,8,16,20590,1148000
Sokolov,2+1,2021,9,16,20469,1195187
Sokolov,2+1,2021,10,21,23302,1386371
Sokolov,2+1,2021,12,22,23098,1377540
Sokolov,2+1,2022,1,29,23040,1358827
Sokolov,2+1,2022,2,40,24307,1388099
Sokolov,2+kk,2020,3,4,15859,886250
Sokolov,2+kk,2020,4,4,16791,873750
Sokolov,2+kk,2020,5,3,21802,996666
Sokolov,2+kk,2020,6,5,19837,977800
Sokolov,2+kk,2020,7,6,21051,1113166
Sokolov,2+kk,2020,8,6,21491,1045000
Sokolov,2+kk,2020,9,6,20422,866666
Sokolov,2+kk,2020,10,7,20230,955571
Sokolov,2+kk,2020,12,4,19620,1177250
Sokolov,2+kk,2021,1,2,23992,1534500
Sokolov,2+kk,2021,2,5,22490,1301800
Sokolov,2+kk,2021,3,1,24516,1520000
Sokolov,2+kk,2021,4,3,23411,1319666
Sokolov,2+kk,2021,6,1,23469,1549000
Sokolov,2+kk,2021,7,1,23469,1549000
Sokolov,2+kk,2021,8,1,23469,1549000
Sokolov,2+kk,2021,9,1,23469,1549000
Sokolov,2+kk,2021,10,1,23469,1549000
Sokolov,2+kk,2021,12,7,60257,3152142
Sokolov,2+kk,2022,1,6,65906,3519333
Sokolov,2+kk,2022,2,7,58077,3128000
Sokolov,3+1,2020,3,24,16312,1148166
Sokolov,3+1,2020,4,24,16116,1123875
Sokolov,3+1,2020,5,23,16537,1168391
Sokolov,3+1,2020,6,18,15087,1041444
Sokolov,3+1,2020,7,11,16940,1174272
Sokolov,3+1,2020,8,14,17249,1196928
Sokolov,3+1,2020,9,22,17645,1189409
Sokolov,3+1,2020,10,26,17376,1202807
Sokolov,3+1,2020,12,26,17932,1238826
Sokolov,3+1,2021,1,23,17931,1285608
Sokolov,3+1,2021,2,18,19563,1424111
Sokolov,3+1,2021,3,19,17989,1237578
Sokolov,3+1,2021,4,16,17678,1216812
Sokolov,3+1,2021,6,29,21636,1574758
Sokolov,3+1,2021,7,27,21383,1571111
Sokolov,3+1,2021,8,22,21800,1563909
Sokolov,3+1,2021,9,23,22698,1582086
Sokolov,3+1,2021,10,21,22761,1556809
Sokolov,3+1,2021,12,13,23534,1638953
Sokolov,3+1,2022,1,15,22725,1553266
Sokolov,3+1,2022,2,23,26067,1763782
Sokolov,3+kk,2020,3,1,57222,3090000
Sokolov,3+kk,2020,4,3,26151,1503000
Sokolov,3+kk,2020,5,1,54629,2950000
Sokolov,3+kk,2020,6,1,51851,2800000
Sokolov,3+kk,2020,7,1,53846,2800000
Sokolov,3+kk,2020,9,1,17777,1280000
Sokolov,3+kk,2020,10,2,21103,1647500
Sokolov,3+kk,2020,12,1,15902,1145000
Sokolov,3+kk,2021,1,2,25173,2195000
Sokolov,3+kk,2021,2,2,15506,1200000
Sokolov,3+kk,2021,3,3,15728,1185000
Sokolov,3+kk,2021,4,3,10102,828333
Sokolov,3+kk,2021,6,4,13369,957500
Sokolov,3+kk,2021,7,4,19321,1585000
Sokolov,3+kk,2021,8,4,17614,1172500
Sokolov,3+kk,2021,9,4,16684,1122250
Sokolov,3+kk,2021,10,4,28528,1767500
Sokolov,3+kk,2021,12,1,33166,1990000
Sokolov,3+kk,2022,1,3,33021,2046666
Sokolov,3+kk,2022,2,5,32495,2048000
Sokolov,4+1,2020,3,8,20396,1805125
Sokolov,4+1,2020,4,7,20294,1830285
Sokolov,4+1,2020,5,6,19286,1803833
Sokolov,4+1,2020,6,4,18080,1655750
Sokolov,4+1,2020,7,4,17279,1430999
Sokolov,4+1,2020,8,6,22945,1997333
Sokolov,4+1,2020,9,5,23367,2046799
Sokolov,4+1,2020,10,6,24979,2307333
Sokolov,4+1,2020,12,2,15778,1310000
Sokolov,4+1,2021,1,1,9382,760000
Sokolov,4+1,2021,2,2,14750,1225000
Sokolov,4+1,2021,3,4,18462,1524999
Sokolov,4+1,2021,4,1,9382,760000
Sokolov,4+1,2021,6,2,22728,1900000
Sokolov,4+1,2021,7,3,22901,1863333
Sokolov,4+1,2021,8,3,25006,2649333
Sokolov,4+1,2021,9,3,22284,2389666
Sokolov,4+1,2021,10,2,19312,1502000
Sokolov,4+1,2021,12,3,20162,1699333
Sokolov,4+1,2022,1,4,25549,2107000
Sokolov,4+1,2022,2,5,25471,2122400
Sokolov,4+kk,2020,7,1,29370,4200000
Sokolov,5+1,2021,11,50,24189,1397879
Sokolov,5+kk,2021,4,1,22549,2300000
Sokolov,5+kk,2021,9,1,24990,2549000
Sokolov,6 a více,2022,2,1,20471,3255000
Sokolov,Atypický,2020,4,1,11818,1300000
Sokolov,Atypický,2020,5,2,13000,1300000
Sokolov,Atypický,2020,6,1,13000,1300000
Sokolov,Atypický,2020,7,2,13000,1300000
Sokolov,Atypický,2020,9,2,9129,940000
Sokolov,Atypický,2020,10,2,9129,940000
Sokolov,Atypický,2020,12,1,13636,750000
Sokolov,Atypický,2021,1,2,13636,750000
Sokolov,Atypický,2021,3,1,15116,1300000
Sokolov,Atypický,2021,12,1,7456,1290000
Sokolov,Atypický,2022,1,1,7456,1290000
Sokolov,Atypický,2022,2,2,7456,1290000
Strakonice,1+1,2020,4,1,29545,1300000
Strakonice,1+1,2020,9,2,25250,1060500
Strakonice,1+1,2020,10,2,29285,1230000
Strakonice,1+1,2020,12,1,20476,860000
Strakonice,1+1,2021,6,2,42215,1630000
Strakonice,1+1,2021,7,3,50486,1913333
Strakonice,1+1,2022,1,1,38636,1700000
